congress,bill_number,bill_type,bill_subject
116,88,hconres,Minority and disadvantaged businesses
116,88,hconres,Property rights
116,88,hconres,Rural conditions and development
116,88,hconres,U.S. and foreign investments
116,88,hconres,Water use and supply
116,31,hjres,Access Board
116,31,hjres,Administrative Conference of the U.S.
116,31,hjres,Agricultural conservation and pollution
116,31,hjres,Agricultural marketing and promotion
116,31,hjres,Agricultural practices and innovations
116,31,hjres,"Agricultural prices, subsidies, credit"
116,31,hjres,Agricultural research
116,31,hjres,Air quality
116,31,hjres,Alaska Natives and Hawaiians
116,31,hjres,Appropriations
116,31,hjres,Asia
116,31,hjres,Aviation and airports
116,31,hjres,Border security and unlawful immigration
116,31,hjres,Caribbean area
116,31,hjres,Census and government statistics
116,31,hjres,Child health
116,31,hjres,China
116,31,hjres,Climate change and greenhouse gases
116,31,hjres,Coast guard
116,31,hjres,Computer security and identity theft
116,31,hjres,Congressional oversight
116,31,hjres,Consumer Product Safety Commission
116,31,hjres,Cuba
116,31,hjres,Customs enforcement
116,31,hjres,Department of Agriculture
116,31,hjres,Department of Commerce
116,31,hjres,Department of Health and Human Services
116,31,hjres,Department of Homeland Security
116,31,hjres,Department of Housing and Urban Development
116,31,hjres,Department of Justice
116,31,hjres,Department of State
116,31,hjres,Department of Transportation
116,31,hjres,Department of the Interior
116,31,hjres,Department of the Treasury
116,31,hjres,Detention of persons
116,31,hjres,Disaster relief and insurance
116,31,hjres,District of Columbia
116,31,hjres,"Drug safety, medical device, and laboratory regulation"
116,31,hjres,Economic development
116,31,hjres,Election Assistance Commission
116,31,hjres,Elementary and secondary education
116,31,hjres,Emergency planning and evacuation
116,31,hjres,Environmental Protection Agency (EPA)
116,31,hjres,Environmental education
116,31,hjres,Executive Office of the President
116,31,hjres,Executive agency funding and structure
116,31,hjres,Farm Credit Administration
116,31,hjres,Federal Communications Commission (FCC)
116,31,hjres,Federal Deposit Insurance Corporation (FDIC)
116,31,hjres,Federal Election Commission (FEC)
116,31,hjres,Federal Emergency Management Agency (FEMA)
116,31,hjres,Federal Labor Relations Authority
116,31,hjres,Federal Maritime Commission
116,31,hjres,Federal Trade Commission (FTC)
116,31,hjres,Firearms and explosives
116,31,hjres,Fires
116,31,hjres,Fishes
116,31,hjres,Floods and storm protection
116,31,hjres,Food and Drug Administration (FDA)
116,31,hjres,Food assistance and relief
116,31,hjres,"Food supply, safety, and labeling"
116,31,hjres,Foreign aid and international relief
116,31,hjres,"Forests, forestry, trees"
116,31,hjres,General Services Administration
116,31,hjres,Genetics
116,31,hjres,"Government employee pay, benefits, personnel management"
116,31,hjres,Government lending and loan guarantees
116,31,hjres,Government trust funds
116,31,hjres,Hazardous wastes and toxic substances
116,31,hjres,Health programs administration and funding
116,31,hjres,"Health technology, devices, supplies"
116,31,hjres,Higher education
116,31,hjres,Historic sites and heritage areas
116,31,hjres,Homelessness and emergency shelter
116,31,hjres,Housing and community development funding
116,31,hjres,Housing discrimination
116,31,hjres,Housing finance and home ownership
116,31,hjres,Housing for the elderly and disabled
116,31,hjres,Immigration status and procedures
116,31,hjres,Indian social and development programs
116,31,hjres,Insects
116,31,hjres,Intellectual property
116,31,hjres,Interagency Council on Homelessness
116,31,hjres,Internal Revenue Service (IRS)
116,31,hjres,Latin America
116,31,hjres,Law enforcement administration and funding
116,31,hjres,Law enforcement officers
116,31,hjres,Livestock
116,31,hjres,Low- and moderate-income housing
116,31,hjres,Mammals
116,31,hjres,"Marine and coastal resources, fisheries"
116,31,hjres,Marine and inland water transportation
116,31,hjres,Marine pollution
116,31,hjres,Maryland
116,31,hjres,Meat
116,31,hjres,Members of Congress
116,31,hjres,Merit Systems Protection Board
116,31,hjres,Mexico
116,31,hjres,"Military assistance, sales, and agreements"
116,31,hjres,Military facilities and property
116,31,hjres,Military operations and strategy
116,31,hjres,Motor carriers
116,31,hjres,National Archives and Records Administration
116,31,hjres,National Credit Union Administration
116,31,hjres,National Railroad Passenger Corporation (Amtrak)
116,31,hjres,National Transportation Safety Board (NTSB)
116,31,hjres,Natural disasters
116,31,hjres,Neighborhood Reinvestment Corporation
116,31,hjres,Nutrition and diet
116,31,hjres,Office of Government Ethics
116,31,hjres,Office of Personnel Management (OPM)
116,31,hjres,Office of Special Counsel
116,31,hjres,Oil and gas
116,31,hjres,"Parks, recreation areas, trails"
116,31,hjres,Pipelines
116,31,hjres,Pollution liability
116,31,hjres,Privacy and Civil Liberties Oversight Board
116,31,hjres,Public housing
116,31,hjres,Public transit
116,31,hjres,Railroads
116,31,hjres,Research administration and funding
116,31,hjres,Research and development
116,31,hjres,Roads and highways
116,31,hjres,Rural conditions and development
116,31,hjres,Saint Lawrence Seaway
116,31,hjres,Securities and Exchange Commission (SEC)
116,31,hjres,Selective Service System
116,31,hjres,Small Business Administration
116,31,hjres,Small business
116,31,hjres,Solid waste and recycling
116,31,hjres,Specialized courts
116,31,hjres,State and local finance
116,31,hjres,Student aid and college costs
116,31,hjres,Surface Transportation Board
116,31,hjres,"Tax administration and collection, taxpayers"
116,31,hjres,Terrorism
116,31,hjres,Texas
116,31,hjres,Trade restrictions
116,31,hjres,Transportation programs funding
116,31,hjres,Transportation safety and security
116,31,hjres,U.S. Postal Service
116,31,hjres,User charges and fees
116,31,hjres,"Veterans' loans, housing, homeless programs"
116,31,hjres,Virginia
116,31,hjres,Water use and supply
116,31,hjres,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
116,31,hjres,Wildlife conservation and habitat protection
116,31,hjres,Women's health
116,28,hjres,Appropriations
116,28,hjres,Budget deficits and national debt
116,28,hjres,Chemical and biological weapons
116,28,hjres,Competition and antitrust
116,28,hjres,Crimes against women
116,28,hjres,Department of Health and Human Services
116,28,hjres,"Drug safety, medical device, and laboratory regulation"
116,28,hjres,Emergency medical services and trauma care
116,28,hjres,Executive agency funding and structure
116,28,hjres,"Government employee pay, benefits, personnel management"
116,28,hjres,Hazardous wastes and toxic substances
116,28,hjres,Health promotion and preventive care
116,28,hjres,Immigration status and procedures
116,28,hjres,Immunology and vaccination
116,28,hjres,Licensing and registrations
116,28,hjres,Medical research
116,28,hjres,Nuclear weapons
116,28,hjres,Pest management
116,28,hjres,Poverty and welfare assistance
116,28,hjres,Research administration and funding
116,28,hjres,Research and development
116,28,hjres,State and local government operations
116,28,hjres,Terrorism
116,28,hjres,User charges and fees
116,28,hjres,Violent crime
116,80,hjres,Congressional oversight
116,80,hjres,Dental care
116,80,hjres,Department of Veterans Affairs
116,80,hjres,Health care coverage and access
116,80,hjres,Health care quality
116,80,hjres,Health programs administration and funding
116,80,hjres,Veterans' medical care
116,77,hjres,Asia
116,77,hjres,Conflicts and wars
116,77,hjres,Europe
116,77,hjres,Foreign aid and international relief
116,77,hjres,Middle East
116,77,hjres,"Military assistance, sales, and agreements"
116,77,hjres,Military operations and strategy
116,77,hjres,"Refugees, asylum, displaced persons"
116,77,hjres,Syria
116,77,hjres,Turkey
116,37,hjres,Conflicts and wars
116,37,hjres,Congressional oversight
116,37,hjres,"Diplomacy, foreign officials, Americans abroad"
116,37,hjres,Foreign aid and international relief
116,37,hjres,"Intelligence activities, surveillance, classified information"
116,37,hjres,Israel
116,37,hjres,Middle East
116,37,hjres,"Military assistance, sales, and agreements"
116,37,hjres,Military operations and strategy
116,37,hjres,"Presidents and presidential powers, Vice Presidents"
116,37,hjres,Saudi Arabia
116,37,hjres,Terrorism
116,37,hjres,War and emergency powers
116,37,hjres,Yemen
116,46,hjres,Border security and unlawful immigration
116,46,hjres,Congressional oversight
116,46,hjres,Latin America
116,46,hjres,Mexico
116,46,hjres,"Presidents and presidential powers, Vice Presidents"
116,46,hjres,War and emergency powers
116,88,hjres,Federal officials
116,88,hjres,"Museums, exhibitions, cultural centers"
116,88,hjres,Smithsonian Institution
116,30,hjres,Congressional oversight
116,30,hjres,Corporate finance and management
116,30,hjres,"Elections, voting, political campaign regulation"
116,30,hjres,Foreign and international corporations
116,30,hjres,Russia
116,30,hjres,Sanctions
116,30,hjres,Subversive activities
116,87,hjres,Federal officials
116,87,hjres,"Museums, exhibitions, cultural centers"
116,87,hjres,Smithsonian Institution
116,90,hjres,Administrative law and regulatory procedures
116,90,hjres,"Bank accounts, deposits, capital"
116,90,hjres,Banking and financial institutions regulation
116,90,hjres,Business investment and capital
116,90,hjres,Congressional oversight
116,90,hjres,Credit and credit markets
116,90,hjres,Department of the Treasury
116,76,hjres,Administrative law and regulatory procedures
116,76,hjres,"Alternative dispute resolution, mediation, arbitration"
116,76,hjres,Congressional oversight
116,76,hjres,Department of Education
116,76,hjres,Educational facilities and institutions
116,76,hjres,Government lending and loan guarantees
116,76,hjres,Higher education
116,76,hjres,Student aid and college costs
116,1,hjres,Appropriations
116,1,hjres,Department of Homeland Security
116,1,hjres,Executive agency funding and structure
116,1,hjres,"Government employee pay, benefits, personnel management"
116,1,hjres,Immigration status and procedures
116,1,hjres,State and local finance
116,1,hjres,State and local government operations
116,60,hjres,Commemorative events and holidays
116,60,hjres,Digital media
116,60,hjres,District of Columbia
116,60,hjres,Historical and cultural resources
116,60,hjres,Monuments and memorials
116,60,hjres,"Museums, exhibitions, cultural centers"
116,60,hjres,National Aeronautics and Space Administration
116,60,hjres,Smithsonian Institution
116,60,hjres,Space flight and exploration
116,60,hjres,U.S. history
116,107,hjres,Appropriations
116,107,hjres,Executive agency funding and structure
116,79,hjres,Constitution and constitutional amendments
